po_/_so_#,country,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,days_to_process
1,494,1,60,60332,446456.8,7.4,0.12,0,3549.77,0,-276
1,181,1,60,27000,102600.0,3.8,0.06,0,3549.77,0,-103
1,181,1,60,107556,765798.72,7.12,0.12,1,14144.68,0,-89
1,1107,1,60,5641,45974.15,8.15,0.14,0,3549.77,0,-214
1,1107,1,30,11527,138439.27,12.01,0.4,0,3549.77,0,-214
1,1107,1,120,2034,83597.4,41.1,0.34,0,3549.77,0,-213
1,1107,1,30,13473,148203.0,11.0,0.37,1,3680.33,0,-105
1,1107,1,60,1033,1601.15,1.55,0.03,0,3549.77,1,-74
1,1107,1,30,662,17377.5,26.25,0.88,1,6443.61,0,-69
1,1107,1,60,11661,132935.4,11.4,0.19,1,11492.86,1,-74
1,1107,1,60,370,4218.0,11.4,0.19,1,0.0,1,-74
1,181,1,60,5000,43800.0,8.76,0.15,1,1719.65,0,-103
1,588,1,60,11550,36960.0,3.2,0.05,0,3549.77,0,-199
1,1064,5,300,126,5178.6,41.1,0.14,0,3549.77,0,-70
1,1107,1,30,25000,275000.0,11.0,0.37,1,15128.37,1,-24
1,588,1,60,630,976.5,1.55,0.03,1,1217.37,0,-17
1,494,1,30,20240,531300.0,26.25,0.88,0,3549.77,3,-21
1,528,1,60,4000,16000.0,4.0,0.07,1,2698.04,0,-20
1,588,1,60,17618,126849.6,7.2,0.12,0,3549.77,0,27
1,1107,1,30,27439,720273.75,26.25,0.88,1,15128.47,1,-24
1,615,1,30,7323,71179.56,9.72,0.32,1,7584.12,0,-10
1,615,1,30,10065,97831.8,9.72,0.32,0,3549.77,0,-10
1,762,1,60,60,89.4,1.49,0.02,1,526.41,0,-10
1,648,1,30,11546,127006.0,11.0,0.37,0,3549.77,3,7
1,1064,1,60,10000,77100.0,7.71,0.13,0,3549.77,0,10
1,1064,1,60,15000,173400.0,11.56,0.19,0,3549.77,0,10
1,1107,1,60,1140,3306.0,2.9,0.05,0,3549.77,1,15
1,1107,1,60,1747,15303.72,8.76,0.15,1,1012.18,0,4
1,1107,1,60,3235,23033.2,7.12,0.12,0,3549.77,1,15
1,108,2,20,2500,80000.0,32.0,1.6,1,0.0,0,-4
1,615,5,30,1428,3198.72,2.24,0.07,1,7789.85,0,17
1,1107,1,30,24269,637061.25,26.25,0.88,1,7329.83,1,15
1,762,1,60,10372,119900.32,11.56,0.19,1,14569.14,0,28
1,1107,1,30,27314,716992.5,26.25,0.88,1,7329.83,1,15
1,648,1,30,92000,1058000.0,11.5,0.38,1,6759.28,3,113
1,588,1,60,23100,87780.0,3.8,0.06,0,3549.77,3,113
1,1107,1,60,5800,66120.0,11.4,0.19,1,7445.8,1,113
1,1107,1,30,22730,596662.5,26.25,0.88,1,7445.8,1,113
1,1064,1,30,3280,31881.6,9.72,0.32,1,1854.88,1,113
1,1107,1,30,5794,68079.5,11.75,0.39,0,3549.77,1,113
1,615,5,90,525,6683.25,12.73,0.14,0,3549.77,0,113
1,588,1,60,76000,541120.0,7.12,0.12,1,1799.88,3,113
1,403,1,60,8766,21389.04,2.44,0.04,1,4257.01,0,113
1,762,1,60,1650,4785.0,2.9,0.05,0,3549.77,0,113
1,762,1,60,24000,210240.0,8.76,0.15,1,38957.51,0,113
1,762,1,60,34000,385900.0,11.35,0.19,0,3549.77,0,113
1,1064,1,60,28170,319729.5,11.35,0.19,0,3549.77,0,113
1,648,1,30,92000,1058000.0,11.5,0.38,1,6759.28,3,113
1,648,1,30,92095,1059092.5,11.5,0.38,1,6759.28,3,113
1,528,1,60,4000,16000.0,4.0,0.07,0,3549.77,3,113
1,648,1,60,15718,47154.0,3.0,0.05,0,3549.77,3,113
1,1064,1,30,666,7825.5,11.75,0.39,1,1713.01,0,113
1,494,1,60,9243,235234.35,25.45,0.42,1,2233.61,3,113
1,648,1,60,61520,438022.4,7.12,0.12,1,13518.56,3,113
1,1107,1,60,40230,458622.0,11.4,0.19,1,30983.24,1,113
1,1107,1,60,1756,20018.4,11.4,0.19,1,9341.49,1,113
1,1064,5,240,1547,2970.24,1.92,0.01,1,1234.9,0,113
1,588,1,60,2592,6324.48,2.44,0.04,0,3549.77,3,113
1,181,1,60,4234,10330.96,2.44,0.04,1,1489.4,0,113
1,8,5,240,50,0.5,0.01,0.0,0,3549.77,0,113
1,8,1,60,200,2.0,0.01,0.0,0,3549.77,0,113
1,648,1,30,13941,80578.98,5.78,0.19,1,5097.09,0,113
1,762,1,60,60,240.0,4.0,0.07,1,396.08,0,113
1,181,1,60,4460,12934.0,2.9,0.05,1,1366.22,0,113
1,528,1,30,7000,113750.0,16.25,0.54,1,1886.21,0,-801
1,1107,5,240,1200,2580.0,2.15,0.01,0,3549.77,0,-830
1,403,2,20,500,16000.0,32.0,1.6,0,3549.77,0,-783
1,588,5,240,650,2567.5,3.95,0.02,1,478.51,0,-731
1,588,1,30,23035,385836.25,16.75,0.56,0,3549.77,0,-776
1,588,5,240,540,1317.6,2.44,0.01,0,3549.77,0,-776
1,44,2,20,500,16000.0,32.0,1.6,1,1225.37,0,-766
1,1064,1,30,8148,132405.0,16.25,0.54,1,2658.0,0,-763
1,588,1,120,900,36990.0,41.1,0.34,0,0.0,0,-724
1,588,5,240,8100,31995.0,3.95,0.02,1,0.0,0,-724
1,1064,1,60,2100,75180.0,35.8,0.6,0,3549.77,0,-704
1,1107,1,60,538,1920.66,3.57,0.06,0,3549.77,0,-699
1,648,5,240,192,4128.0,21.5,0.09,1,650.12,0,-717
1,403,1,60,3431,11356.61,3.31,0.06,1,2520.47,0,-727
1,588,1,60,1171,81970.0,70.0,1.17,0,3549.77,0,-691
1,1107,5,240,278,1098.1,3.95,0.02,0,3549.77,0,-699
1,588,5,30,1844,6306.48,3.42,0.11,0,3549.77,0,-719
1,181,2,20,200,6400.0,32.0,1.6,0,3549.77,0,-739
1,1064,1,60,4374,37266.48,8.52,0.14,1,1432.0,0,-717
1,494,1,60,4776,170980.8,35.8,0.6,0,3549.77,0,-658
1,1064,1,30,5344,86893.44,16.26,0.54,0,3549.77,0,-657
1,648,5,240,350,7525.0,21.5,0.09,1,874.57,0,-693
1,648,1,30,48348,786138.48,16.26,0.54,0,3549.77,0,-664
1,588,5,240,7750,30612.5,3.95,0.02,0,3549.77,0,-600
1,494,1,60,11807,42150.99,3.57,0.06,1,3291.0,0,-672
1,1064,1,60,23472,176040.0,7.5,0.12,0,3549.77,0,-668
1,1064,1,30,55032,110064.0,2.0,0.07,1,12438.0,0,-647
1,588,5,240,2744,6695.36,2.44,0.01,0,3549.77,0,-619
1,588,5,240,2185,8630.75,3.95,0.02,0,3549.77,0,-619
1,1064,5,30,738,2560.86,3.47,0.12,0,3549.77,0,-647
1,588,2,20,2500,80000.0,32.0,1.6,1,3818.4,0,-619
1,648,1,60,30000,91200.0,3.04,0.05,0,3549.77,0,-642
1,494,5,90,1987,64418.54,32.42,0.36,1,2465.0,0,-599
1,648,1,60,12420,101223.0,8.15,0.14,0,3549.77,0,-613
1,648,1,60,16974,125607.6,7.4,0.12,1,7927.55,0,-612
1,648,5,90,604,9664.0,16.0,0.18,1,723.59,0,-608
1,1064,5,60,1696,13144.0,7.75,0.13,0,3549.77,0,-626
1,528,2,25,2492,49840.0,20.0,0.8,1,3085.84,3,-605
1,1064,1,60,5794,47221.1,8.15,0.14,0,3549.77,0,-595
1,648,1,60,1381,2416.75,1.75,0.03,1,1320.08,0,-577
1,648,1,30,11254,182990.04,16.26,0.54,0,3549.77,0,-570
1,1107,1,30,1200,14904.0,12.42,0.41,0,3549.77,0,-563
1,588,2,20,5000,160000.0,32.0,1.6,0,3549.77,0,-549
1,1107,1,60,1246,9345.0,7.5,0.12,0,3549.77,0,-570
1,1064,1,270,23,1808.72,78.64,0.29,0,3549.77,0,-566
1,648,1,30,25338,314697.96,12.42,0.41,1,7836.6,0,-417
1,588,1,60,7128,67716.0,9.5,0.16,0,3549.77,0,-419
1,1064,5,60,7744,297059.84,38.36,0.64,0,3549.77,0,-557
1,1064,1,30,34020,422528.4,12.42,0.41,0,3549.77,0,-557
1,181,1,60,3145,9560.8,3.04,0.05,1,810.86,0,-579
1,762,1,60,140,1141.0,8.15,0.14,0,3549.77,0,-539
1,1064,1,60,6200,10850.0,1.75,0.03,1,4147.9,0,-531
1,648,1,120,12240,503064.0,41.1,0.34,1,9736.5,0,-543
1,648,5,300,746,30660.6,41.1,0.14,1,1566.21,0,-521
1,615,1,60,42000,142800.0,3.4,0.06,1,32483.5,0,-518
1,648,1,60,77724,264261.6,3.4,0.06,1,24405.0,3,-530
1,181,1,60,12745,43333.0,3.4,0.06,1,8332.0,0,-524
1,1107,1,60,4836,99138.0,20.5,0.34,1,3228.0,0,-494
1,1064,1,120,2121,87173.1,41.1,0.34,1,2206.0,0,-493
1,181,1,30,67624,839890.08,12.42,0.41,1,20222.4,0,-487
1,588,1,60,42700,576450.0,13.5,0.22,0,3549.77,0,-422
1,403,5,240,2000,3940.0,1.97,0.01,0,3549.77,0,-458
1,648,1,60,58680,199512.0,3.4,0.06,1,15245.25,0,-521
1,648,1,30,14465,179655.3,12.42,0.41,1,4428.75,0,-493
1,1064,5,240,15000,29550.0,1.97,0.01,0,3549.77,0,-489
1,403,2,100,2093,150675.07,71.99,0.72,0,3549.77,0,-490
1,403,3,100,1250,12.5,0.01,0.0,0,3549.77,0,-490
1,615,1,60,100,175.0,1.75,0.03,0,3549.77,0,-496
1,1107,5,240,4,10.36,2.59,0.01,0,3549.77,0,-502
1,181,5,240,3326,7150.9,2.15,0.01,1,4485.25,0,-483
1,1064,1,60,35600,263440.0,7.4,0.12,1,6778.91,0,-468
1,1064,1,60,371,3524.5,9.5,0.16,1,8321.29,0,-468
1,528,2,25,9700,194000.0,20.0,0.8,1,12781.58,0,-335
1,615,5,180,70,1187.2,16.96,0.09,1,933.09,0,-416
1,615,5,180,31,525.76,16.96,0.09,0,3549.77,0,-416
1,1107,1,60,1521,2311.92,1.52,0.03,0,3549.77,0,-409
1,1107,1,60,420,638.4,1.52,0.03,0,3549.77,0,-409
1,1107,1,30,3077,36954.77,12.01,0.4,0,3549.77,0,-409
1,1107,1,60,15,412.95,27.53,0.46,0,3549.77,0,-409
1,494,1,60,122590,1158475.5,9.45,0.16,0,3549.77,0,-307
1,528,1,60,9732,72016.8,7.4,0.12,1,2705.71,3,-306
1,615,2,100,345,23115.0,67.0,0.67,1,1328.2,0,-439
1,494,1,30,75000,900750.0,12.01,0.4,1,9330.0,3,-336
1,648,1,60,6597,62671.5,9.5,0.16,1,2891.6,0,-424
1,494,1,60,155319,1149360.6,7.4,0.12,1,80239.66,0,-258
1,1107,1,60,8940,120690.0,13.5,0.22,0,3549.77,0,-473
1,588,1,30,33787,419634.54,12.42,0.41,1,3316.9,0,-361
1,615,1,60,39,68.25,1.75,0.03,0,3549.77,0,-364
1,648,1,60,40000,136000.0,3.4,0.06,0,3549.77,0,-430
1,762,1,60,800,7560.0,9.45,0.16,1,935.8,0,-378
1,494,1,60,112191,1060204.95,9.45,0.16,1,8831.92,3,-336
1,1107,5,90,1132,18112.0,16.0,0.18,0,3549.77,0,-305
1,1064,5,200,1971,2759.4,1.4,0.01,0,3549.77,0,-419
1,181,5,200,3000,4200.0,1.4,0.01,1,1850.7,0,-406
1,108,3,100,1550,15.5,0.01,0.0,0,3549.77,3,-453
1,615,1,60,7770,11810.4,1.52,0.03,0,3549.77,0,-437
1,1064,2,100,1505,108344.95,71.99,0.72,0,3549.77,0,-455
1,494,1,60,48610,461795.0,9.5,0.16,0,3549.77,0,-430
1,615,1,60,3115,25387.25,8.15,0.14,1,2599.0,0,-406
1,494,1,60,6722,63859.0,9.5,0.16,1,1108.08,0,-336
1,648,1,30,55000,660550.0,12.01,0.4,1,2196.18,3,-313
1,1064,1,60,17621,59911.4,3.4,0.06,1,3428.5,0,-460
1,1064,2,100,250,17997.5,71.99,0.72,0,3549.77,0,-445
1,528,1,60,6295,51304.25,8.15,0.14,0,3549.77,3,-446
1,615,1,60,1925,15688.75,8.15,0.14,1,1355.06,0,-364
1,108,3,100,1000,10.0,0.01,0.0,0,3549.77,3,-371
1,615,1,120,240,9864.0,41.1,0.34,0,3549.77,0,-413
1,15,2,20,10,320.0,32.0,1.6,1,400.75,0,-377
1,588,1,60,138325,995940.0,7.2,0.12,0,3549.77,0,-298
1,494,1,60,75318,114483.36,1.52,0.03,1,22965.4,0,-335
1,494,1,60,58086,551817.0,9.5,0.16,0,3549.77,0,-327
1,762,1,60,500,775.0,1.55,0.03,1,578.24,0,-326
1,588,5,90,560,8545.6,15.26,0.17,0,3549.77,0,-112
1,108,2,100,5000,399950.0,79.99,0.8,0,3549.77,3,-221
1,237,1,60,420,1218.0,2.9,0.05,0,3549.77,0,-192
1,648,1,60,50000,170000.0,3.4,0.06,1,3629.37,3,-182
1,648,5,240,1800,3780.0,2.1,0.01,1,5110.76,0,-199
1,1107,5,200,36,50.4,1.4,0.01,1,857.17,0,-193
1,15,2,25,16,320.0,20.0,0.8,0,3549.77,0,-196
1,1107,1,30,15000,393750.0,26.25,0.88,1,7463.74,0,-308
1,648,1,30,50000,600500.0,12.01,0.4,1,4579.42,3,-238
1,648,1,60,138,469.2,3.4,0.06,0,3549.77,3,-182
1,108,2,20,1250,40000.0,32.0,1.6,1,157.5,3,-213
1,1107,1,30,20000,525000.0,26.25,0.88,1,10665.71,0,-305
1,762,1,30,1166,2332.0,2.0,0.07,1,1240.0,2,-119
1,588,1,30,9650,115896.5,12.01,0.4,0,3549.77,0,-269
1,588,1,60,16990,229365.0,13.5,0.22,0,3549.77,0,-269
1,588,1,60,120,349.2,2.91,0.05,0,3549.77,0,-269
1,1064,1,60,22566,67698.0,3.0,0.05,1,5574.06,0,-91
1,762,1,60,88,1038.4,11.8,0.2,1,1002.2,0,-90
1,762,1,30,9,99.0,11.0,0.37,1,966.37,0,-74
1,762,1,60,965,6948.0,7.2,0.12,0,3549.77,0,-143
1,1107,1,60,11142,17270.1,1.55,0.03,1,6315.3,0,-95
1,1064,5,240,1643,3450.3,2.1,0.01,1,7293.9,0,-75
1,762,1,30,328,8610.0,26.25,0.88,0,3549.77,0,-54
1,1107,1,30,1957,22936.04,11.72,0.39,0,3549.77,0,-250
1,615,1,30,24599,270589.0,11.0,0.37,0,3549.77,0,-209
1,1107,1,30,14000,154000.0,11.0,0.37,1,13538.35,0,-133
1,1107,1,60,1672,5684.8,3.4,0.06,0,3549.77,0,-312
1,762,1,30,938,1876.0,2.0,0.07,0,3549.77,0,-146
1,181,1,30,3100,41168.0,13.28,0.44,0,3549.77,0,-103
1,181,1,60,17103,121773.36,7.12,0.12,0,3549.77,0,-123
1,1107,1,60,2708,25590.6,9.45,0.16,0,3549.77,0,-214
1,1064,1,30,36391,386472.42,10.62,0.35,1,11180.32,0,-6
1,1064,5,240,3060,5814.0,1.9,0.01,0,3549.77,0,-6
1,1107,1,60,15944,181761.6,11.4,0.19,1,11492.86,1,-74
1,1064,5,300,896,36825.6,41.1,0.14,1,0.0,0,-73
1,648,5,60,4200,32550.0,7.75,0.13,1,2938.92,3,-206
1,1064,5,300,405,16645.5,41.1,0.14,0,3549.77,0,-70
1,1064,1,60,5259,15777.0,3.0,0.05,1,5432.93,0,18
1,648,1,30,60000,660000.0,11.0,0.37,1,13853.29,3,-35
1,588,1,60,26292,310245.6,11.8,0.2,1,15990.35,0,15
1,1107,1,60,71422,814210.8,11.4,0.19,1,15128.37,1,-24
1,762,1,120,80,3288.0,41.1,0.34,1,1381.64,0,-38
1,1107,1,30,17933,470741.25,26.25,0.88,1,16864.58,0,-33
1,1107,1,60,10000,93500.0,9.35,0.16,1,15128.37,1,-24
1,615,5,240,398,5970.0,15.0,0.06,0,3549.77,0,-13
1,1107,1,30,23991,275896.5,11.5,0.38,1,15128.37,1,-24
1,615,5,180,98,1662.08,16.96,0.09,1,988.24,0,-10
1,1064,1,60,6476,56729.76,8.76,0.15,1,4881.06,0,-12
1,1107,1,60,13334,152007.6,11.4,0.19,1,17096.24,2,-32
1,615,5,100,504,2766.96,5.49,0.05,0,3549.77,0,-10
1,762,1,60,107,342.4,3.2,0.05,0,3549.77,0,23
1,1064,1,60,17100,41724.0,2.44,0.04,0,3549.77,0,10
1,1064,1,60,560,840.0,1.5,0.02,0,3549.77,0,10
1,58,5,300,1059,10.59,0.01,0.0,1,0.0,3,113
1,1107,1,60,12000,17880.0,1.49,0.02,1,7329.83,1,15
1,95,1,30,5000,50000.0,10.0,0.33,1,2317.2,0,14
1,762,1,60,1155,13109.25,11.35,0.19,1,1848.59,0,23
1,762,1,120,220,9042.0,41.1,0.34,1,1359.4,0,25
1,648,1,30,92000,1058000.0,11.5,0.38,1,16702.26,3,113
1,648,5,90,4000,61040.0,15.26,0.17,1,2951.12,0,113
1,1064,1,30,2160,56700.0,26.25,0.88,1,1660.07,0,29
1,615,1,60,25824,226218.24,8.76,0.15,1,26714.63,0,23
1,648,1,60,35000,249200.0,7.12,0.12,1,2448.71,3,113
1,1107,1,60,23670,269838.0,11.4,0.19,1,7445.8,1,113
1,1107,1,30,671,17613.75,26.25,0.88,1,7445.8,1,113
1,648,1,60,12294,94786.74,7.71,0.13,1,8281.69,3,113
1,762,1,60,2250,6525.0,2.9,0.05,0,3549.77,0,113
1,762,1,60,2420,21199.2,8.76,0.15,1,1534.1,0,113
1,588,1,60,42000,299040.0,7.12,0.12,0,3549.77,3,113
1,588,1,60,17500,68250.0,3.9,0.06,1,1588.05,3,113
1,648,1,30,88000,968000.0,11.0,0.37,1,6759.28,3,113
1,494,1,30,536,9112.0,17.0,0.57,1,2233.61,3,113
1,648,1,60,111538,977072.88,8.76,0.15,0,3549.77,3,113
1,588,1,60,98396,700579.52,7.12,0.12,1,2400.25,0,113
1,494,1,60,15900,404655.0,25.45,0.42,1,2217.5,3,113
1,181,1,60,4275,10431.0,2.44,0.04,0,3549.77,0,113
1,615,1,30,36456,226756.32,6.22,0.21,1,32104.3,0,113
1,588,1,60,945,1408.05,1.49,0.02,1,1074.8,0,113
1,1064,1,30,576,15120.0,26.25,0.88,1,0.0,0,113
1,588,1,60,735,1073.1,1.46,0.02,1,955.36,0,113
1,588,5,240,7707,18805.08,2.44,0.01,1,2123.04,0,-795
1,1107,2,20,50000,67500.0,1.35,0.07,1,0.0,0,-1054
1,648,1,30,16033,260536.25,16.25,0.54,1,3807.29,0,-796
1,588,5,30,3756,12845.52,3.42,0.11,1,679.6,0,-759
1,648,2,100,600,48000.0,80.0,0.8,0,3549.77,0,-759
1,648,1,60,43470,155187.9,3.57,0.06,1,18137.64,0,-766
1,648,5,30,1030,3574.1,3.47,0.12,1,574.56,0,-767
1,648,1,30,4165,70805.0,17.0,0.57,1,1483.3,0,-747
1,403,1,60,38463,383860.74,9.98,0.17,1,20896.5,0,-774
1,648,1,270,864,70346.88,81.42,0.3,0,3549.77,0,-748
1,1107,2,20,6000,162000.0,27.0,1.35,1,9666.0,0,-739
1,648,1,60,3334,11035.54,3.31,0.06,1,1170.16,0,-798
1,494,2,20,100,3200.0,32.0,1.6,1,1004.6,0,-780
1,588,1,270,2579,205288.4,79.6,0.29,1,1824.11,0,-759
1,1064,1,30,8148,132405.0,16.25,0.54,1,2660.0,0,-763
1,1064,1,60,9000,67500.0,7.5,0.12,1,3166.0,0,-763
1,494,2,25,1539,30780.0,20.0,0.8,0,3549.77,0,-696
1,1064,1,270,460,37453.2,81.42,0.3,0,3549.77,0,-717
1,588,1,60,62000,458800.0,7.4,0.12,1,20299.0,0,-712
1,1064,2,40,160,12160.0,76.0,1.9,1,1754.0,0,-745
1,1064,1,60,35074,374590.32,10.68,0.18,1,1478.0,0,-711
1,1064,1,30,621,10557.0,17.0,0.57,1,1388.0,0,-724
1,494,2,100,2000,278000.0,139.0,1.39,1,4458.0,0,-689
1,494,1,30,3149,51202.74,16.26,0.54,0,3549.77,0,-658
1,403,5,300,50,2055.0,41.1,0.14,1,661.06,0,-676
1,1064,1,120,3090,127122.6,41.14,0.34,1,2457.0,0,-668
1,1064,5,240,5076,20050.2,3.95,0.02,0,3549.77,0,-657
1,1064,1,60,3200,114560.0,35.8,0.6,0,3549.77,0,-650
1,1064,1,60,22047,67022.88,3.04,0.05,1,3348.0,0,-668
1,403,2,30,2034,33561.0,16.5,0.55,1,4465.1,0,-669
1,588,5,240,1020,21930.0,21.5,0.09,0,3549.77,0,-600
1,1064,1,270,36,2831.04,78.64,0.29,0,3549.77,0,-684
1,1064,2,30,167,3340.0,20.0,0.67,1,1439.0,0,-684
1,95,2,100,300,24000.0,80.0,0.8,0,3549.77,0,-633
1,494,1,30,8000,130080.0,16.26,0.54,0,3549.77,0,-630
1,494,1,120,4155,170770.5,41.1,0.34,0,3549.77,0,-630
1,494,5,300,147,6041.7,41.1,0.14,0,3549.77,0,-630
1,588,1,30,2933,49127.75,16.75,0.56,0,3549.77,0,-619
1,588,5,240,59,1241.95,21.05,0.09,0,3549.77,0,-619
1,1064,1,60,6000,165180.0,27.53,0.46,0,3549.77,0,-641
1,528,1,60,1560,14820.0,9.5,0.16,1,1106.0,3,-622
1,528,1,30,1600,3200.0,2.0,0.07,0,3549.77,3,-622
1,762,1,60,1350,12825.0,9.5,0.16,1,739.0,0,-594
1,1064,5,240,1500,24750.0,16.5,0.07,0,3549.77,0,-626
1,181,5,240,10336,64083.2,6.2,0.03,0,3549.77,0,-636
1,181,5,240,12512,77574.4,6.2,0.03,0,3549.77,0,-636
1,648,1,120,4078,167605.8,41.1,0.34,1,4119.6,0,-640
1,1064,1,270,7,550.48,78.64,0.29,0,3549.77,0,-628
1,648,5,240,10996,68175.2,6.2,0.03,1,13094.92,0,-567
1,615,2,100,600,43200.0,72.0,0.72,1,1732.74,0,-604
1,648,3,100,872,8.72,0.01,0.0,0,3549.77,0,-593
1,1107,5,240,1622,10056.4,6.2,0.03,0,3549.77,0,-620
1,588,1,30,37300,463266.0,12.42,0.41,0,3549.77,0,-550
1,1064,1,60,6,48.9,8.15,0.14,0,3549.77,0,-566
1,528,1,60,22,162.8,7.4,0.12,0,3549.77,0,-563
1,1064,1,30,44000,88000.0,2.0,0.07,0,3549.77,0,-468
1,1064,1,60,44400,328560.0,7.4,0.12,0,3549.77,0,-468
1,237,1,120,986,81049.2,82.2,0.68,0,3549.77,0,-572
1,1064,5,240,96,2400.0,25.0,0.1,0,3549.77,0,-557
1,648,1,60,18974,140407.6,7.4,0.12,1,7194.3,0,-558
1,615,5,90,500,8000.0,16.0,0.18,0,3549.77,0,-544
1,615,5,100,480,2635.2,5.49,0.05,0,3549.77,0,-544
1,1064,1,60,488,34160.0,70.0,1.17,0,3549.77,0,-549
1,1064,1,120,403,16563.3,41.1,0.34,1,1603.44,0,-531
1,1107,1,60,645,2134.95,3.31,0.06,0,3549.77,0,-546
1,1107,1,60,1542,11565.0,7.5,0.12,0,3549.77,0,-546
1,588,1,84,210,8055.6,38.36,0.46,1,740.16,0,-479
1,1064,1,60,40000,296000.0,7.4,0.12,1,13325.0,0,-535
1,1107,2,40,375,28500.0,76.0,1.9,1,3147.0,0,-509
1,1107,1,60,125,1018.75,8.15,0.14,0,3549.77,0,-509
1,181,1,60,9691,92064.5,9.5,0.16,1,6483.0,0,-529
1,588,1,60,2067,144690.0,70.0,1.17,0,3549.77,0,-422
1,762,1,60,1860,13764.0,7.4,0.12,1,1617.52,0,-447
1,528,1,30,1600,3200.0,2.0,0.07,0,3549.77,0,-504
1,615,1,60,3000,24450.0,8.15,0.14,0,3549.77,0,-450
1,588,1,30,12663,157274.46,12.42,0.41,0,3549.77,0,-422
1,615,1,60,32129,97672.16,3.04,0.05,0,3549.77,0,-466
1,181,1,60,29500,89680.0,3.04,0.05,1,11273.0,0,-509
1,762,1,60,6500,48100.0,7.4,0.12,1,3609.2,0,-472
1,1064,1,60,5836,160665.08,27.53,0.46,0,3549.77,0,-482
1,1064,5,200,2326,3535.52,1.52,0.01,1,1704.79,0,-486
1,762,1,60,328,1115.2,3.4,0.06,0,3549.77,0,-459
1,528,1,30,1860,23101.2,12.42,0.41,0,3549.77,0,-406
1,615,1,60,14995,141702.75,9.45,0.16,1,17289.0,0,-332
1,1107,1,30,16,420.0,26.25,0.88,0,3549.77,0,-409
1,1064,1,60,3847,28467.8,7.4,0.12,1,1514.68,0,-383
1,1107,1,60,16610,220580.8,13.28,0.22,0,3549.77,0,-383
1,494,1,60,8805,25622.55,2.91,0.05,0,3549.77,3,-336
1,494,1,60,87768,298411.2,3.4,0.06,0,3549.77,3,-336
1,1064,5,240,5536,10629.12,1.92,0.01,0,3549.77,0,-364
1,588,1,84,1358,13023.22,9.59,0.11,1,2107.14,3,-318
1,648,1,60,9474,89529.3,9.45,0.16,0,3549.77,3,-307
1,494,1,60,40000,296000.0,7.4,0.12,1,24594.29,0,-284
1,615,5,240,224,3696.0,16.5,0.07,0,3549.77,0,-364
1,181,1,60,78460,119259.2,1.52,0.03,1,17910.0,0,-431
1,615,1,60,270,7433.1,27.53,0.46,1,9711.2,0,-368
1,615,5,240,2415,4757.55,1.97,0.01,0,3549.77,0,-368
1,528,1,30,1860,23101.2,12.42,0.41,0,3549.77,0,-357
1,67,2,20,2000,64000.0,32.0,1.6,1,7805.33,0,-285
1,528,2,25,4342,86840.0,20.0,0.8,0,3549.77,3,-310
1,615,2,100,15,1080.0,72.0,0.72,0,3549.77,0,-424
1,648,1,30,81198,162396.0,2.0,0.07,1,30610.2,0,-347
1,615,5,240,128,2112.0,16.5,0.07,0,3549.77,0,-437
1,1107,1,30,48,816.0,17.0,0.57,1,213.75,0,-336
1,588,1,30,2500,31050.0,12.42,0.41,0,3549.77,0,-343
1,588,1,60,1728,16416.0,9.5,0.16,0,3549.77,0,-343
1,528,1,60,3180,25917.0,8.15,0.14,1,1593.48,3,-451
1,108,3,100,2000,20.0,0.01,0.0,0,3549.77,3,-427
1,588,1,60,3000,10200.0,3.4,0.06,1,1074.95,0,-406
1,762,5,240,127,243.84,1.92,0.01,1,740.34,0,-410
1,181,1,60,30874,93856.96,3.04,0.05,1,9742.0,0,-452
1,528,3,100,550,5.5,0.01,0.0,0,3549.77,0,-349
1,528,2,100,1800,129582.0,71.99,0.72,0,3549.77,3,-349
1,762,1,60,1400,18900.0,13.5,0.22,1,1282.6,0,-284
1,648,1,30,35000,420350.0,12.01,0.4,1,2938.92,3,-206
1,648,1,60,50000,472500.0,9.45,0.16,1,2938.92,3,-206
1,1064,1,60,4100,13120.0,3.2,0.05,0,3549.77,0,-133
1,108,2,25,19999,399980.0,20.0,0.8,1,1250.0,3,-228
1,494,1,60,32544,94703.04,2.91,0.05,1,1700.32,3,-283
1,615,5,200,1500,2100.0,1.4,0.01,1,3022.74,0,-294
1,615,5,30,1500,3360.0,2.24,0.07,0,3549.77,0,-294
1,1107,1,60,1152,4492.8,3.9,0.06,1,1266.05,0,-193
1,1107,1,30,4,105.0,26.25,0.88,0,3549.77,0,-274
1,1107,1,60,784,3057.6,3.9,0.06,1,1102.98,0,-258
1,15,3,100,12,0.12,0.01,0.0,0,3549.77,0,-196
1,1107,1,120,94,3863.4,41.1,0.34,1,1058.0,0,-248
1,108,2,25,20000,400000.0,20.0,0.8,1,1250.0,3,-249
1,648,1,60,50000,472500.0,9.45,0.16,0,3549.77,3,-251
1,108,1,30,3770,37.7,0.01,0.0,1,0.0,0,-137
1,494,1,60,5730,157746.9,27.53,0.46,0,3549.77,0,-259
1,588,1,180,252,12600.0,50.0,0.28,0,3549.77,0,-100
1,528,1,30,4000,48040.0,12.01,0.4,0,3549.77,3,-105
1,588,1,60,11980,46722.0,3.9,0.06,0,3549.77,0,-269
